date,price,vol_spot_24h,market_cap
2013-11-30,0.0,0.0,279696734.0
2013-12-01,0.0,0.0,412246710.0
2013-12-02,0.0,0.0,449652186.0
2013-12-03,0.0,0.0,384615942.0
2013-12-04,0.0,0.0,425268969.0
2013-12-05,0.0,0.0,423388767.0
2013-12-06,0.0,0.0,366820862.0
2013-12-07,0.0,0.0,271090019.0
2013-12-08,0.0,0.0,269240307.0
2013-12-09,0.0,0.0,302299035.0
2013-12-10,0.0,0.0,342013915.0
2013-12-11,0.0,0.0,297559049.0
2013-12-12,0.0,0.0,270233179.0
2013-12-13,0.0,0.0,268560150.0
2013-12-14,0.0,0.0,251808758.0
2013-12-15,0.0,0.0,227192568.0
2013-12-16,0.0,0.0,183055108.0
2013-12-17,0.0,0.0,143581800.0
2013-12-18,0.0,0.0,131700953.0
2013-12-19,0.0,0.0,162481549.0
2013-12-20,0.0,0.0,167514706.0
2013-12-21,0.0,0.0,168495070.0
2013-12-22,0.0,0.0,172092081.0
2013-12-23,0.0,0.0,181073273.0
2013-12-24,0.0,0.0,176169892.0
2013-12-25,0.0,0.0,171703532.0
2013-12-26,0.0,148422.0,190267893.0
2013-12-27,0.0,143404.0,206730023.0
2013-12-28,0.0,56771.601563,213705145.0
2013-12-29,0.0,72634.398438,213132093.0
2013-12-30,0.0,63620.601563,216307720.0
2013-12-31,0.0,58533.398438,214508042.0
2014-01-01,0.0,128914.0,211420757.0
2014-01-02,0.0,89779.796875,226695350.0
2014-01-03,0.0,60973.398438,216510985.0
2014-01-04,0.0,200438.0,219582634.0
2014-01-05,0.0,184478.0,194819468.0
2014-01-06,0.0,73760.703125,199436714.0
2014-01-07,0.0,82940.898438,185860167.0
2014-01-08,0.0,100357.0,181102981.0
2014-01-09,0.0,64110.699219,176759361.0
2014-01-10,0.0,70390.398438,176386448.0
2014-01-11,0.0,42580.699219,187173572.0
2014-01-12,0.0,15328.0,173546208.0
2014-01-13,0.0,41916.101563,169301094.0
2014-01-14,0.0,25188.900391,165848714.0
2014-01-15,0.0,58850.898438,173986356.0
2014-01-16,0.0,72572.398438,164694012.0
2014-01-17,0.0,21242.300781,159779686.0
2014-01-18,0.0,69842.296875,165467201.0
2014-01-19,0.0,67712.0,166862694.0
2014-01-20,0.0,82453.0,162344736.0
2014-01-21,0.0,60703.101563,155769109.0
2014-01-22,0.0,106755.0,156143586.0
2014-01-23,0.0,136622.0,149447563.0
2014-01-24,0.0,75029.0,142953242.0
2014-01-25,0.0,77411.203125,145042182.0
2014-01-26,0.0,124685.0,149936181.0
2014-01-27,0.0,100169.0,159585021.0
2014-01-28,0.0,73133.796875,163813717.0
2014-01-29,0.0,90862.398438,159683526.0
2014-01-30,0.0,98528.703125,159019006.0
2014-01-31,0.0,123949.0,158993206.0
2014-02-01,0.0,112301.0,161307302.0
2014-02-02,0.0,74738.796875,163225030.0
2014-02-03,0.0,75453.101563,167803968.0
2014-02-04,0.0,54085.0,168001761.0
2014-02-05,0.0,97666.796875,162739539.0
2014-02-06,0.0,153029.0,156568879.0
2014-02-07,0.0,54013.300781,143439515.0
2014-02-08,0.0,64662.398438,144233812.0
2014-02-09,0.0,38466.199219,135455886.0
2014-02-10,0.0,63155.398438,138684674.0
2014-02-11,0.0,67225.898438,142648344.0
2014-02-12,0.0,64398.699219,134838272.0
2014-02-13,0.0,126825.0,131333512.0
2014-02-14,0.0,82830.898438,123261541.0
2014-02-15,0.0,80121.703125,124406862.0
2014-02-16,0.0,110878.0,126562254.0
2014-02-17,0.0,152124.0,119371359.0
2014-02-18,0.0,106281.0,119799780.0
2014-02-19,0.0,217393.0,118967174.0
2014-02-20,0.0,124321.0,120057770.0
2014-02-21,0.0,88005.5,113991087.0
2014-02-22,0.0,103944.0,115185661.0
2014-02-23,0.0,141564.0,122188927.0
2014-02-24,0.0,293736.0,116986121.0
2014-02-25,0.0,70978.898438,88675197.0
2014-02-26,0.0,101022.0,107357608.0
2014-02-27,0.0,166863.0,108227739.0
2014-02-28,0.0,111575.0,110457401.0
2014-03-01,0.0,62982.0,107889224.0
2014-03-02,0.0,127717.0,106974531.0
2014-03-03,0.0,179747.0,108787500.0
2014-03-04,0.0,122347.0,122404700.0
2014-03-05,0.0,142277.0,123633673.0
2014-03-06,0.0,169553.0,125198032.0
2014-03-07,0.0,56616.898438,119283017.0
2014-03-08,0.0,47281.398438,115141099.0
2014-03-09,0.0,101610.0,113559540.0
2014-03-10,0.0,33227.5,113274969.0
2014-03-11,0.0,135171.0,115277130.0
2014-03-12,0.0,57137.800781,112339949.0
2014-03-13,0.0,121852.0,112275061.0
2014-03-14,0.0,37092.601563,111482327.0
2014-03-15,0.0,82338.5,112318059.0
2014-03-16,0.0,121541.0,112323532.0
2014-03-17,0.0,87513.898438,109878096.0
2014-03-18,0.0,132717.0,107060528.0
2014-03-19,0.0,162797.0,109513000.0
2014-03-20,0.0,192607.0,107093363.0
2014-03-21,0.0,137122.0,104644800.0
2014-03-22,0.0,137413.0,101409757.0
2014-03-23,0.0,115538.0,99666368.0
2014-03-24,0.0,90024.898438,97959723.0
2014-03-25,0.0,154104.0,99383360.0
2014-03-26,0.0,272507.0,99533464.0
2014-03-27,0.0,220765.0,86110929.0
2014-03-28,0.0,121921.0,83909411.0
2014-03-29,0.0,177965.0,82122242.0
2014-03-30,0.0,244598.0,77984623.0
2014-03-31,0.0,172709.0,70810068.0
2014-04-01,0.0,306889.0,68458134.0
2014-04-02,0.0,172873.0,61931056.0
2014-04-03,0.0,132007.0,62108287.0
2014-04-04,0.0,73596.203125,63275967.0
2014-04-05,0.0,95707.898438,65075567.0
2014-04-06,0.0,62186.800781,64471714.0
2014-04-07,0.0,65204.300781,64281113.0
2014-04-08,0.0,221844.0,62642875.0
2014-04-09,0.0,332953.0,61493410.0
2014-04-10,0.0,345888.0,49396946.0
2014-04-11,0.0,182421.0,51456022.0
2014-04-12,0.0,153005.0,48919273.0
2014-04-13,0.0,466329.0,46807035.0
2014-04-14,0.0,274616.0,50955129.0
2014-04-15,0.0,1024970.0,60350200.0
2014-04-16,0.0,261187.0,54902382.0
2014-04-17,0.0,209538.0,49554476.0
2014-04-18,0.0,207541.0,48547688.0
2014-04-19,0.0,162830.0,50604732.0
2014-04-20,0.0,172813.0,48577865.0
2014-04-21,0.0,205655.0,48015525.0
2014-04-22,0.0,248284.0,47371800.0
2014-04-23,0.0,201064.0,47768870.0
2014-04-24,0.0,115698.0,47450291.0
2014-04-25,0.0,62246.0,42927017.0
2014-04-26,0.0,183777.0,42171574.0
2014-04-27,0.0,179020.0,37983608.0
2014-04-28,0.0,66925.0,40174494.0
2014-04-29,0.0,222003.0,41918040.0
2014-04-30,0.0,167861.0,41935004.0
2014-05-01,0.0,292881.0,42319410.0
2014-05-02,0.0,78781.5,41551928.0
2014-05-03,0.0,50949.601563,39275593.0
2014-05-04,0.0,184156.0,39279346.0
2014-05-05,0.0,518867.0,40766308.0
2014-05-06,0.0,566819.0,46693519.0
2014-05-07,0.0,293424.0,49653607.0
2014-05-08,0.0,234478.0,47531988.0
2014-05-09,0.0,173762.0,47399240.0
2014-05-10,0.0,120923.0,46710641.0
2014-05-11,0.0,168471.0,44981558.0
2014-05-12,0.0,331979.0,46411606.0
2014-05-13,0.0,972270.0,49564405.0
2014-05-14,0.0,367672.0,55928245.0
2014-05-15,0.0,313468.0,55495760.0
2014-05-16,0.0,248157.0,54020758.0
2014-05-17,0.0,346678.0,50712697.0
2014-05-18,0.0,247907.0,46938141.0
2014-05-19,0.0,395587.0,47170411.0
2014-05-20,0.0,474992.0,52468986.0
2014-05-21,0.0,2846750.0,52135787.0
2014-05-22,0.0,1174650.0,31220117.0
2014-05-23,0.0,1111310.0,25918572.0
2014-05-24,0.0,638473.0,32136452.0
2014-05-25,0.0,464861.0,28500195.0
2014-05-26,0.0,1358170.0,29698834.0
2014-05-27,0.0,1550580.0,36294788.0
2014-05-28,0.0,485322.0,39130024.0
2014-05-29,0.0,166638.0,37458168.0
2014-05-30,0.0,201568.0,33082573.0
2014-05-31,0.0,246244.0,32409218.0
2014-06-01,0.0,9481.95386,31988929.0
2014-06-02,0.00386625,8253.421017,33921355.0
2014-06-03,0.00445135,10743.127577,34282776.0
2014-06-04,0.00413563,11078.487824,30898802.0
2014-06-05,0.00421842,10967.867537,30031407.0
2014-06-06,0.00398259,4645.675634,30614778.0
2014-06-07,0.0039689,4379.706388,30966505.0
2014-06-08,0.00400337,2140.785563,31071578.0
2014-06-09,0.00445582,10992.496042,34835124.91758602
2014-06-10,0.00478355,8074.694767,37397244.65561503
2014-06-11,0.00449846,11143.062665,35168475.29584068
2014-06-12,0.00395321,9613.676058,30905753.62373471
2014-06-13,0.00398438,5198.982057,31149424.39152432
2014-06-14,0.00405842,6878.956881,31728302.97409645
2014-06-15,0.0040547,9090.954786,31699189.18804658
2014-06-16,0.00423059,4289.108931,33074303.42119994
2014-06-17,0.00426832,7858.988835,33369272.7429278
2014-06-18,0.00426558,8681.984393,33347840.39991437
2014-06-19,0.00415372,9905.498214,32473305.57682841
2014-06-20,0.004189,144167.0,32749135.54228299
2014-06-21,0.004169,93206.0,32592777.769343
2014-06-22,0.00417,189072.0,32600595.65799
