Date,Price,Sentiment,Sentiment_Score,Action,Cash,Holdings,Short_Holdings,Portfolio_Value,Crypto_Return,Portfolio_Return
2024-11-04,67763.74712889,Positive,676.0,Buy Long,0.0,27.63233101865956,0.0,1872470.2917302297,11.618639370587365,18624.702917302297
2024-11-05,69604.82276385,Positive,18.0,Hold,0.0,27.63233101865956,0.0,1923343.5031058332,14.65121011909847,19133.435031058332
2024-11-06,75645.35295892,Negative,-30.0,Sell Long,2090257.432984216,0.0,0.0,2090257.432984216,24.601010565762575,20802.57432984216
2024-11-07,75842.18810599,Positive,937.0,Buy Long,0.0,27.560616131790212,0.0,2090257.432984216,24.9252321772752,20802.57432984216
2024-11-08,76544.19419728,Positive,150.0,Hold,0.0,27.560616131790212,0.0,2109605.153388438,26.08155791278411,20996.051533884376
2024-11-09,76788.25861629,Positive,83.0,Hold,0.0,27.560616131790212,0.0,2116331.719152201,26.483574323075782,21063.31719152201
2024-11-10,80319.52636667,Positive,1082.0,Hold,0.0,27.560616131790212,0.0,2213655.6340789944,32.30018450552258,22036.556340789943
2024-11-11,88582.53333678,Positive,444.0,Hold,0.0,27.560616131790212,0.0,2441389.1972765033,45.91078949994662,24313.891972765032
2024-11-12,88068.44592757,Positive,912.0,Hold,0.0,27.560616131790212,0.0,2427220.63153308,45.06399841231052,24172.206315330797
2024-11-13,90550.03355035,Positive,1599.0,Hold,0.0,27.560616131790212,0.0,2495614.715401921,49.151603447001726,24856.147154019207
2024-11-14,87222.15230398,Positive,304.0,Hold,0.0,27.560616131790212,0.0,2403896.2578385337,43.67000609672252,23938.962578385337
2024-11-15,91104.81289406,Positive,1890.0,Hold,0.0,27.560616131790212,0.0,2510904.775931759,50.06542120530892,25009.04775931759
