Date,Price,Volume,Market_cap
2024-03-16 00:00:00 UTC+0,0.00014382,52869383.109143,838726997.38789310
2024-03-15 00:00:00 UTC+0,0.00016027,92598568.313750,934383442.83154060
2024-03-14 00:00:00 UTC+0,0.00017553,87936402.586454,1021991964.76372220
2024-03-13 00:00:00 UTC+0,0.00018295,67422837.586491,1065078518.58189950
2024-03-12 00:00:00 UTC+0,0.00018494,83739035.832779,1076600020.27582840
2024-03-11 00:00:00 UTC+0,0.00019218,91713682.979948,1118672249.25085100
2024-03-10 00:00:00 UTC+0,0.00018805,73067195.012282,1094334369.14498520
2024-03-09 00:00:00 UTC+0,0.00019678,72281499.142496,1145112341.90692780
2024-03-08 00:00:00 UTC+0,0.00019466,114821508.060994,1132550010.44887200
2024-03-07 00:00:00 UTC+0,0.00019099,122821736.501889,1110178634.84289360
2024-03-06 00:00:00 UTC+0,0.00019413,190448457.676531,1128282476.40350460
2024-03-05 00:00:00 UTC+0,0.00020472,549602113.253884,1188583155.42011200
2024-03-04 00:00:00 UTC+0,0.00018360,230022800.055849,1064874456.27810880
2024-03-03 00:00:00 UTC+0,0.00017750,171854666.229450,1029372376.40722690
2024-03-02 00:00:00 UTC+0,0.00018959,423220523.978749,1098470862.00172800
2024-03-01 00:00:00 UTC+0,0.00015688,110263290.930889,906631222.04215440
2024-02-29 00:00:00 UTC+0,0.00013951,208365956.380339,806242893.38408800
2024-02-28 00:00:00 UTC+0,0.00013330,117403386.188496,769618461.35547180
2024-02-27 00:00:00 UTC+0,0.00013100,59894427.205079,756245487.87016270
2024-02-26 00:00:00 UTC+0,0.00012910,48922097.059677,745290644.85646650
2024-02-25 00:00:00 UTC+0,0.00013122,70644814.271963,757599904.13688120
2024-02-24 00:00:00 UTC+0,0.00012359,20903188.200039,713746653.51695920
2024-02-23 00:00:00 UTC+0,0.00012112,31088556.628621,699452323.77502750
2024-02-22 00:00:00 UTC+0,0.00012167,27175817.961870,702792660.93923090
2024-02-21 00:00:00 UTC+0,0.00012180,45140866.996381,703627667.03419320
2024-02-20 00:00:00 UTC+0,0.00012433,40181765.297705,718256035.31944240
2024-02-19 00:00:00 UTC+0,0.00012952,47611715.769116,748371524.90929160
2024-02-18 00:00:00 UTC+0,0.00012979,41034722.362181,750128509.37537600
2024-02-17 00:00:00 UTC+0,0.00012965,75441211.472160,749319904.08795580
2024-02-16 00:00:00 UTC+0,0.00012650,47237481.225880,731227266.31803850
2024-02-15 00:00:00 UTC+0,0.00013077,179711557.611196,755978991.75367720
2024-02-14 00:00:00 UTC+0,0.00011804,35055954.519824,682263951.99437280
2024-02-13 00:00:00 UTC+0,0.00011368,30262227.382384,657173794.51728390
2024-02-12 00:00:00 UTC+0,0.00011717,35519826.758208,677527798.82663180
2024-02-11 00:00:00 UTC+0,0.00011366,34451450.591300,656526256.90398740
2024-02-10 00:00:00 UTC+0,0.00011681,82630025.981743,674774953.68959720
2024-02-09 00:00:00 UTC+0,0.00011219,37546501.774191,648197396.99040410
2024-02-08 00:00:00 UTC+0,0.00010741,42340394.167720,620557882.17584650
2024-02-07 00:00:00 UTC+0,0.00010853,36536946.399121,627136561.10818720
2024-02-06 00:00:00 UTC+0,0.00010464,38209558.216876,604753157.39394840
2024-02-05 00:00:00 UTC+0,0.00011100,89280906.706664,641662763.96960910
2024-02-04 00:00:00 UTC+0,0.00010455,126307776.570121,604440401.03347850
2024-02-03 00:00:00 UTC+0,0.00011366,101165814.233374,657270054.51150690
2024-02-02 00:00:00 UTC+0,0.00009594,13392742.125985,554688157.61535480
2024-02-01 00:00:00 UTC+0,0.00009522,16896368.880350,550600158.89536320
2024-01-31 00:00:00 UTC+0,0.00009501,22944904.800565,549640797.50595080
2024-01-30 00:00:00 UTC+0,0.00009798,21209883.980328,566853682.72081970
2024-01-29 00:00:00 UTC+0,0.00010114,26846064.397668,585086362.01949580
2024-01-28 00:00:00 UTC+0,0.00009899,24736740.663863,572746212.08902880
2024-01-27 00:00:00 UTC+0,0.00010047,44979325.866423,581328749.18964850
2024-01-26 00:00:00 UTC+0,0.00009710,24825212.896824,561867952.66919700
2024-01-25 00:00:00 UTC+0,0.00009321,16720324.814967,539454682.39527360
2024-01-24 00:00:00 UTC+0,0.00009593,24056307.857162,555274008.08645700
2024-01-23 00:00:00 UTC+0,0.00009349,45833488.184341,541420935.53132530
2024-01-22 00:00:00 UTC+0,0.00009727,48858188.521310,563251518.75351290
2024-01-21 00:00:00 UTC+0,0.00010840,15571769.585488,627947740.07943260
2024-01-20 00:00:00 UTC+0,0.00011088,19833820.523124,642485040.49564810
2024-01-19 00:00:00 UTC+0,0.00011047,37244170.956033,639977586.92870700
2024-01-18 00:00:00 UTC+0,0.00011413,48003649.019195,661687260.44862570
2024-01-17 00:00:00 UTC+0,0.00012572,33740761.377609,729067530.15383360
2024-01-16 00:00:00 UTC+0,0.00012503,39766869.518257,725972407.82367750
2024-01-15 00:00:00 UTC+0,0.00012267,35671830.339242,712268630.86684000
2024-01-14 00:00:00 UTC+0,0.00011926,32782732.313663,692477868.56699220
2024-01-13 00:00:00 UTC+0,0.00012505,42880376.947965,726054978.48019340
2024-01-12 00:00:00 UTC+0,0.00012046,53844978.310961,699406951.39504700
2024-01-11 00:00:00 UTC+0,0.00012725,53043482.792411,738843458.77902420
2024-01-10 00:00:00 UTC+0,0.00012672,51810436.228534,735761936.35157450
2024-01-09 00:00:00 UTC+0,0.00011713,34809058.415008,680115785.22361490
2024-01-08 00:00:00 UTC+0,0.00012337,68584219.112715,716354398.16148220
2024-01-07 00:00:00 UTC+0,0.00011218,26349885.961844,651340062.78234300
2024-01-06 00:00:00 UTC+0,0.00012038,39078545.322143,698994356.42583190
2024-01-05 00:00:00 UTC+0,0.00012533,85051766.851789,727716731.47018280
2024-01-04 00:00:00 UTC+0,0.00013765,93557892.484174,799245480.12175310
2024-01-03 00:00:00 UTC+0,0.00011645,89660273.309553,676177438.15552520
2024-01-02 00:00:00 UTC+0,0.00013809,36559072.785532,801825962.31930210
2024-01-01 00:00:00 UTC+0,0.00014453,28914465.678203,839184471.95414320
2023-12-31 00:00:00 UTC+0,0.00013887,52832314.028345,806306983.80517970
2023-12-30 00:00:00 UTC+0,0.00014359,27048664.807279,833751590.12700300
2023-12-29 00:00:00 UTC+0,0.00014043,44606851.857545,815412916.15061530
2023-12-28 00:00:00 UTC+0,0.00014467,72973506.054883,840011459.11976800
2023-12-27 00:00:00 UTC+0,0.00014897,46450558.560889,864991432.85620130
2023-12-26 00:00:00 UTC+0,0.00014856,53285979.576430,862579657.68630560
2023-12-25 00:00:00 UTC+0,0.00016002,47867967.179137,929121697.51962470
2023-12-24 00:00:00 UTC+0,0.00015651,56018749.953014,908756442.86776720
2023-12-23 00:00:00 UTC+0,0.00016129,61296699.682272,936484533.29415930
2023-12-22 00:00:00 UTC+0,0.00016710,128042528.503537,970226994.98540170
2023-12-21 00:00:00 UTC+0,0.00015788,55054867.260135,916722870.06905750
2023-12-20 00:00:00 UTC+0,0.00015632,77483384.354392,907673002.64901780
2023-12-19 00:00:00 UTC+0,0.00016179,143067883.187116,939380594.45112430
2023-12-18 00:00:00 UTC+0,0.00015092,73832598.747533,876311843.73291890
2023-12-17 00:00:00 UTC+0,0.00016203,56193826.370012,940812271.91855550
2023-12-16 00:00:00 UTC+0,0.00016634,55601795.554567,965807909.22214600
2023-12-15 00:00:00 UTC+0,0.00016642,107256517.850722,966308468.20423850
2023-12-14 00:00:00 UTC+0,0.00017960,95029026.029012,1042811438.35220940
2023-12-13 00:00:00 UTC+0,0.00017979,124150746.509498,1043933904.86551030
2023-12-12 00:00:00 UTC+0,0.00017646,125323398.097038,1024590632.24277400
2023-12-11 00:00:00 UTC+0,0.00017695,156936741.593742,1027417829.69068050
2023-12-10 00:00:00 UTC+0,0.00020037,387341408.376277,1163438060.87340640
2023-12-09 00:00:00 UTC+0,0.00017947,191949678.945210,1042049869.62435850
2023-12-08 00:00:00 UTC+0,0.00020397,184326777.617072,1184327040.64849830
2023-12-07 00:00:00 UTC+0,0.00020009,229743574.513797,1161783080.12385700
2023-12-06 00:00:00 UTC+0,0.00021782,471903305.669529,1264752280.65845470
2023-12-05 00:00:00 UTC+0,0.00022460,488098779.684681,1304118481.41178500
2023-12-04 00:00:00 UTC+0,0.00025829,1205082975.411274,1499695390.14112900
2023-12-03 00:00:00 UTC+0,0.00019769,648924011.471242,1147860316.05506500
2023-12-02 00:00:00 UTC+0,0.00014710,239316398.583822,854091892.18008630
2023-12-01 00:00:00 UTC+0,0.00013818,275789718.590306,802334766.86677940
2023-11-30 00:00:00 UTC+0,0.00011718,121607075.584028,680384628.08834240
2023-11-29 00:00:00 UTC+0,0.00011632,215394928.354640,675395445.47258170
2023-11-28 00:00:00 UTC+0,0.00011773,230240635.004940,683565625.67060120
2023-11-27 00:00:00 UTC+0,0.00010117,458855471.167224,587422191.93704760
2023-11-26 00:00:00 UTC+0,0.00009995,313019115.132182,580367046.31695270
2023-11-25 00:00:00 UTC+0,0.00007792,26143350.701310,452452187.23813850
2023-11-24 00:00:00 UTC+0,0.00007417,14465025.600461,430653040.26442640
2023-11-23 00:00:00 UTC+0,0.00007369,13681900.229809,427877850.04505230
2023-11-22 00:00:00 UTC+0,0.00007420,24414687.015630,430804425.56453080
2023-11-21 00:00:00 UTC+0,0.00006975,21758459.475614,405011247.72791320
2023-11-20 00:00:00 UTC+0,0.00007542,16374449.989318,437889633.26075625
2023-11-19 00:00:00 UTC+0,0.00007791,10594151.355862,452399919.11862373
2023-11-18 00:00:00 UTC+0,0.00007713,17683809.846160,447817455.99646240
2023-11-17 00:00:00 UTC+0,0.00007830,21377426.773293,454633507.66094565
2023-11-16 00:00:00 UTC+0,0.00007775,27860080.363112,451457117.18499595
2023-11-15 00:00:00 UTC+0,0.00008204,29734914.457816,476350636.12416000
2023-11-14 00:00:00 UTC+0,0.00007770,30623286.911544,451189747.47579926
2023-11-13 00:00:00 UTC+0,0.00007875,41028148.268664,457417387.32655750
2023-11-12 00:00:00 UTC+0,0.00008439,60977767.785496,490222626.22147626
2023-11-11 00:00:00 UTC+0,0.00008293,99759598.011342,481459266.94325700
2023-11-10 00:00:00 UTC+0,0.00009170,254391093.334394,532434316.29729974
2023-11-09 00:00:00 UTC+0,0.00006751,49060670.990391,391815776.05710080
2023-11-08 00:00:00 UTC+0,0.00006789,16159653.639858,393546193.17036220
2023-11-07 00:00:00 UTC+0,0.00006630,19516261.067415,384343289.76278680
2023-11-06 00:00:00 UTC+0,0.00006804,23929533.064052,394486816.95997095
2023-11-05 00:00:00 UTC+0,0.00006491,17426204.813644,376318307.20060210
2023-11-04 00:00:00 UTC+0,0.00006490,11848459.930726,375909959.77580160
2023-11-03 00:00:00 UTC+0,0.00006380,11610116.018807,369556923.70529120
2023-11-02 00:00:00 UTC+0,0.00006391,19530563.264851,370198947.84210810
2023-11-01 00:00:00 UTC+0,0.00006486,20098694.239567,375768293.33217250
2023-10-31 00:00:00 UTC+0,0.00006379,18214591.136233,369611237.73262507
2023-10-30 00:00:00 UTC+0,0.00006526,17800452.546933,378113419.66054250
2023-10-29 00:00:00 UTC+0,0.00006455,14165118.274028,373980863.26020527
2023-10-28 00:00:00 UTC+0,0.00006499,15693826.643481,376578194.78867660
2023-10-27 00:00:00 UTC+0,0.00006318,20222355.553157,366155415.38770103
2023-10-26 00:00:00 UTC+0,0.00006310,34805501.890648,365625239.62067900
2023-10-25 00:00:00 UTC+0,0.00006505,42097132.122152,376953687.09561910
2023-10-24 00:00:00 UTC+0,0.00006058,27034142.128098,351032991.68149750
2023-10-23 00:00:00 UTC+0,0.00006017,14902120.645173,348792792.16031360
2023-10-22 00:00:00 UTC+0,0.00005852,12860517.417859,339326779.28338370
2023-10-21 00:00:00 UTC+0,0.00005803,15139356.721448,336501443.32206225
2023-10-20 00:00:00 UTC+0,0.00005666,11132141.292055,328610550.48607457
2023-10-19 00:00:00 UTC+0,0.00005541,10458463.069347,321354640.44625350
2023-10-18 00:00:00 UTC+0,0.00005533,9582106.244910,320916865.48167825
2023-10-17 00:00:00 UTC+0,0.00005600,11793623.391212,324788494.39629453
2023-10-16 00:00:00 UTC+0,0.00005796,13634343.642209,336289998.16305530
2023-10-15 00:00:00 UTC+0,0.00005743,9466595.063034,333214151.86651990
2023-10-14 00:00:00 UTC+0,0.00005764,7111853.858675,334496623.16932540
2023-10-13 00:00:00 UTC+0,0.00005764,10825008.601996,334496231.09944140
2023-10-12 00:00:00 UTC+0,0.00005693,14926780.844567,330482545.78958280
2023-10-11 00:00:00 UTC+0,0.00005656,13810362.969443,328393893.21639580
2023-10-10 00:00:00 UTC+0,0.00005751,19382679.780887,333651511.55920640
2023-10-09 00:00:00 UTC+0,0.00005581,13260193.619852,323840574.58190740
2023-10-08 00:00:00 UTC+0,0.00005804,7858505.198394,336835367.20539870
2023-10-07 00:00:00 UTC+0,0.00005864,8267704.654026,340382573.35078555
2023-10-06 00:00:00 UTC+0,0.00005862,15510987.408604,340343741.58532920
2023-10-05 00:00:00 UTC+0,0.00005766,13716799.226103,334757915.43844527
2023-10-04 00:00:00 UTC+0,0.00005891,16636288.698596,342036248.28014165
2023-10-03 00:00:00 UTC+0,0.00006007,13166812.665571,348835011.47839850
2023-10-02 00:00:00 UTC+0,0.00006158,23746470.060147,357558039.99130160
2023-10-01 00:00:00 UTC+0,0.00006436,16630099.383904,373753524.42866313
2023-09-30 00:00:00 UTC+0,0.00006281,15497937.280537,364837254.96065706
2023-09-29 00:00:00 UTC+0,0.00006254,17396270.253849,363303535.40472955
2023-09-28 00:00:00 UTC+0,0.00006477,26943297.097667,376319880.84620950
2023-09-27 00:00:00 UTC+0,0.00006529,50109233.568180,379400815.93615514
2023-09-26 00:00:00 UTC+0,0.00006191,18744056.623901,360016444.56721510
2023-09-25 00:00:00 UTC+0,0.00006028,13870719.292702,350586935.92062090
2023-09-24 00:00:00 UTC+0,0.00006105,30731338.726814,355122252.38970790
2023-09-23 00:00:00 UTC+0,0.00005967,15350221.578553,347157093.43912560
2023-09-22 00:00:00 UTC+0,0.00006070,43221229.664053,356229814.22978050
2023-09-21 00:00:00 UTC+0,0.00005987,29444418.777109,351547633.85057575
2023-09-20 00:00:00 UTC+0,0.00005779,10216751.682003,336355128.13337535
2023-09-19 00:00:00 UTC+0,0.00005772,9436072.038164,335988141.41325850
2023-09-18 00:00:00 UTC+0,0.00005715,11334793.807338,332702457.49989830
2023-09-17 00:00:00 UTC+0,0.00005741,8694246.882107,334292954.42931570
2023-09-16 00:00:00 UTC+0,0.00005872,10480483.846440,342114519.67275350
2023-09-15 00:00:00 UTC+0,0.00005952,13439196.595927,346397881.49585646
2023-09-14 00:00:00 UTC+0,0.00005795,10964626.036643,337234813.42569040
2023-09-13 00:00:00 UTC+0,0.00005783,11709991.056651,336815515.30495420
2023-09-12 00:00:00 UTC+0,0.00005711,16291028.764663,0.00000000
2023-09-11 00:00:00 UTC+0,0.00005697,19365074.423476,331207514.80222076
2023-09-10 00:00:00 UTC+0,0.00005937,25731083.724000,344792364.59650946
2023-09-09 00:00:00 UTC+0,0.00006255,25310221.053168,363357155.94614506
2023-09-08 00:00:00 UTC+0,0.00006063,19437800.515781,352325847.57704765
2023-09-07 00:00:00 UTC+0,0.00006095,13036936.326286,353802869.72087324
2023-09-06 00:00:00 UTC+0,0.00006131,15620258.133598,355990179.11738580
2023-09-05 00:00:00 UTC+0,0.00006053,16914873.307916,351578848.90211415
2023-09-04 00:00:00 UTC+0,0.00006118,38182367.462801,354998129.90822870
2023-09-03 00:00:00 UTC+0,0.00005985,11472762.300361,347210904.24609790
2023-09-02 00:00:00 UTC+0,0.00006027,14200266.808329,349687937.38060045
2023-09-01 00:00:00 UTC+0,0.00006054,13431720.577695,351264616.22287580
2023-08-31 00:00:00 UTC+0,0.00006189,15846435.796006,359183705.04078120
2023-08-30 00:00:00 UTC+0,0.00006399,13763838.398737,372336339.58830420
2023-08-29 00:00:00 UTC+0,0.00006492,22521726.090486,377794929.57789886
2023-08-28 00:00:00 UTC+0,0.00006268,15690451.793976,364753403.84974480
2023-08-27 00:00:00 UTC+0,0.00006232,8208317.205952,362331493.45987870
2023-08-26 00:00:00 UTC+0,0.00006255,8160845.724289,363689203.22220810
2023-08-25 00:00:00 UTC+0,0.00006319,14595078.266423,367512420.73139670
2023-08-24 00:00:00 UTC+0,0.00006370,13018249.328647,370371206.00202010
2023-08-23 00:00:00 UTC+0,0.00006490,16268333.456576,377360914.94312197
2023-08-22 00:00:00 UTC+0,0.00006449,16397366.085923,374920398.95897365
2023-08-21 00:00:00 UTC+0,0.00006535,15766492.870977,379951938.89468610
2023-08-20 00:00:00 UTC+0,0.00006772,21568794.515471,393704928.48951360
2023-08-19 00:00:00 UTC+0,0.00006677,24922981.522370,388236952.52891684
2023-08-18 00:00:00 UTC+0,0.00006254,25065842.802134,363680442.55454826
2023-08-17 00:00:00 UTC+0,0.00006201,35745219.983620,360611695.04884005
2023-08-16 00:00:00 UTC+0,0.00006588,38884929.904364,383210000.93313146
2023-08-15 00:00:00 UTC+0,0.00007001,41241680.794745,407154381.00548990
2023-08-14 00:00:00 UTC+0,0.00007906,20866476.293846,459760260.46387930
2023-08-13 00:00:00 UTC+0,0.00007761,15262815.558615,451363186.40763030
2023-08-12 00:00:00 UTC+0,0.00007814,22306442.053470,454439692.13907960
2023-08-11 00:00:00 UTC+0,0.00007771,14066725.743835,452323112.65732175
2023-08-10 00:00:00 UTC+0,0.00007744,20645632.730619,450275476.41653080
2023-08-09 00:00:00 UTC+0,0.00007840,16312785.187928,455829275.45061904
2023-08-08 00:00:00 UTC+0,0.00007811,18958468.676983,454178941.52984790
2023-08-07 00:00:00 UTC+0,0.00007747,19295651.883642,450613221.83097560
2023-08-06 00:00:00 UTC+0,0.00007879,17656871.198966,458361387.64523953
2023-08-05 00:00:00 UTC+0,0.00007748,20376719.760088,450748886.75024116
2023-08-04 00:00:00 UTC+0,0.00007830,16153441.510835,455438890.98821530
2023-08-03 00:00:00 UTC+0,0.00007882,15325909.901837,457712749.55438817
2023-08-02 00:00:00 UTC+0,0.00008016,26564585.348665,465564614.87416770
2023-08-01 00:00:00 UTC+0,0.00008124,22106563.709833,471868925.24049710
2023-07-31 00:00:00 UTC+0,0.00008044,17755980.004193,467313899.47255707
2023-07-30 00:00:00 UTC+0,0.00008117,16748181.192400,471579628.23413044
2023-07-29 00:00:00 UTC+0,0.00008195,13378193.415331,476120423.14608335
2023-07-28 00:00:00 UTC+0,0.00008198,19458659.377284,476322305.21789070
2023-07-27 00:00:00 UTC+0,0.00008063,20017876.698584,468577807.68202525
2023-07-26 00:00:00 UTC+0,0.00008155,21656354.833078,473899410.34530270
2023-07-25 00:00:00 UTC+0,0.00008175,23078008.228765,474932245.15376470
2023-07-24 00:00:00 UTC+0,0.00008195,30919725.490591,476011816.82100666
2023-07-23 00:00:00 UTC+0,0.00008625,21818804.281902,501067345.43463550
2023-07-22 00:00:00 UTC+0,0.00008723,30920418.267007,506780730.66976756
2023-07-21 00:00:00 UTC+0,0.00008826,37361626.222930,512860370.03935970
2023-07-20 00:00:00 UTC+0,0.00008576,26933831.319003,498378555.84996220
2023-07-19 00:00:00 UTC+0,0.00008672,32599263.245053,504004851.51527720
2023-07-18 00:00:00 UTC+0,0.00008842,36575361.954119,513986886.97660350
2023-07-17 00:00:00 UTC+0,0.00009173,76047451.087149,533283862.76345766
2023-07-16 00:00:00 UTC+0,0.00009206,91554026.368584,535326871.60608190
2023-07-15 00:00:00 UTC+0,0.00009234,83819837.684240,537044895.67748930
2023-07-14 00:00:00 UTC+0,0.00008560,46344636.173949,497843430.06028277
2023-07-13 00:00:00 UTC+0,0.00008674,41691138.447740,504503077.65758884
2023-07-12 00:00:00 UTC+0,0.00008358,21416204.544360,486342806.43472260
2023-07-11 00:00:00 UTC+0,0.00008312,22623684.983103,483676474.31185216
2023-07-10 00:00:00 UTC+0,0.00008314,32825085.864321,483735921.58520424
2023-07-09 00:00:00 UTC+0,0.00008201,16433904.597933,477139524.73273784
2023-07-08 00:00:00 UTC+0,0.00008347,26960338.704903,485598229.83072060
2023-07-07 00:00:00 UTC+0,0.00008155,21959934.009317,474535543.50290750
2023-07-06 00:00:00 UTC+0,0.00008027,25954298.606669,467091790.42541784
2023-07-05 00:00:00 UTC+0,0.00008264,32120560.279004,480982658.88583730
2023-07-04 00:00:00 UTC+0,0.00008596,27598943.030905,500344822.90528554
2023-07-03 00:00:00 UTC+0,0.00008789,27745590.527884,511521464.86334765
2023-07-02 00:00:00 UTC+0,0.00008679,25023235.178240,505070273.77178680
2023-07-01 00:00:00 UTC+0,0.00008790,28675967.420280,511566912.79775316
2023-06-30 00:00:00 UTC+0,0.00008725,39489952.755696,508083864.88694525
2023-06-29 00:00:00 UTC+0,0.00008731,24032495.692447,508527243.22548133
2023-06-28 00:00:00 UTC+0,0.00008470,34726231.148448,493398181.40987736
2023-06-27 00:00:00 UTC+0,0.00009137,26007976.907370,531855726.93241465
2023-06-26 00:00:00 UTC+0,0.00009206,50520375.957355,536011413.80019930
2023-06-25 00:00:00 UTC+0,0.00009209,30253677.944976,536203393.38931640
2023-06-24 00:00:00 UTC+0,0.00009095,42336325.870178,529572891.56140910
2023-06-23 00:00:00 UTC+0,0.00009245,62007932.277916,538422511.18443290
2023-06-22 00:00:00 UTC+0,0.00009082,56602032.623432,528943009.95320493
2023-06-21 00:00:00 UTC+0,0.00009333,48707890.062381,543534753.05345120
2023-06-20 00:00:00 UTC+0,0.00009134,27604343.004921,532748506.18298846
2023-06-19 00:00:00 UTC+0,0.00008977,36758714.819731,523550489.12765500
2023-06-18 00:00:00 UTC+0,0.00008892,34127318.507191,519405130.49954980
2023-06-17 00:00:00 UTC+0,0.00009115,30700713.902276,532811320.87384000
2023-06-16 00:00:00 UTC+0,0.00009299,61798993.046815,543719513.12413610
2023-06-15 00:00:00 UTC+0,0.00009304,61979342.942092,544034155.44991550
2023-06-14 00:00:00 UTC+0,0.00009419,82127593.864319,550083336.09213240
2023-06-13 00:00:00 UTC+0,0.00009466,85329981.341696,552931362.64398860
2023-06-12 00:00:00 UTC+0,0.00008898,34464022.883769,519825514.41745394
2023-06-11 00:00:00 UTC+0,0.00008754,32360258.877135,511530145.26627300
2023-06-10 00:00:00 UTC+0,0.00008917,88547282.312819,521143779.37887293
2023-06-09 00:00:00 UTC+0,0.00009946,61511381.384431,581538821.07745370
2023-06-08 00:00:00 UTC+0,0.00010017,113006298.835303,585784295.47034630
2023-06-07 00:00:00 UTC+0,0.00009368,110938582.176287,547935183.87388290
2023-06-06 00:00:00 UTC+0,0.00009824,132635915.217371,575308257.78228350
2023-06-05 00:00:00 UTC+0,0.00009225,201111440.874103,540288602.33568630
2023-06-04 00:00:00 UTC+0,0.00011039,355918290.997798,646606236.90032470
2023-06-03 00:00:00 UTC+0,0.00008494,14062458.820958,497446827.19586610
2023-06-02 00:00:00 UTC+0,0.00008507,15244890.405970,498277968.20693720
2023-06-01 00:00:00 UTC+0,0.00008470,18471976.256168,496140047.99609170
2023-05-31 00:00:00 UTC+0,0.00008458,16623984.959168,495549507.79575470
2023-05-30 00:00:00 UTC+0,0.00008665,16853145.571552,507790024.19197540
2023-05-29 00:00:00 UTC+0,0.00008689,19760412.661364,509544803.23065270
2023-05-28 00:00:00 UTC+0,0.00008820,20290725.743541,517393924.57090910
2023-05-27 00:00:00 UTC+0,0.00008751,15870908.755188,514452541.27610230
2023-05-26 00:00:00 UTC+0,0.00008680,21436516.300618,509446353.52292660
2023-05-25 00:00:00 UTC+0,0.00008473,20113451.997166,497373974.40526396
2023-05-24 00:00:00 UTC+0,0.00008587,28365303.035434,504498230.15048930
2023-05-23 00:00:00 UTC+0,0.00009019,26163554.269522,529889117.45223590
2023-05-22 00:00:00 UTC+0,0.00008773,19309948.550119,515424833.73168400
2023-05-21 00:00:00 UTC+0,0.00008870,16506661.174261,521326805.74107110
2023-05-20 00:00:00 UTC+0,0.00009038,13865542.654946,531474790.58104575
2023-05-19 00:00:00 UTC+0,0.00009009,19671286.991478,530008451.68070360
2023-05-18 00:00:00 UTC+0,0.00009074,27783266.165068,533132021.84509990
2023-05-17 00:00:00 UTC+0,0.00009295,35696302.488051,546193704.33460160
2023-05-16 00:00:00 UTC+0,0.00009112,27630205.290317,535615945.51225084
2023-05-15 00:00:00 UTC+0,0.00008993,24624430.978755,528672532.98441700
2023-05-14 00:00:00 UTC+0,0.00009036,28801421.739106,531418462.02657026
2023-05-13 00:00:00 UTC+0,0.00008898,33821433.183960,523352026.22326340
2023-05-12 00:00:00 UTC+0,0.00009155,69284196.612007,538671793.27753160
2023-05-11 00:00:00 UTC+0,0.00008583,52244498.207227,505029942.21711570
2023-05-10 00:00:00 UTC+0,0.00009342,102380032.618814,549673259.40852830
2023-05-09 00:00:00 UTC+0,0.00008930,51322665.920747,525424094.62969214
2023-05-08 00:00:00 UTC+0,0.00008450,66875506.848002,498001767.99203444
2023-05-07 00:00:00 UTC+0,0.00009492,35542384.420775,559031652.61409740
2023-05-06 00:00:00 UTC+0,0.00009606,59531399.479946,565756242.15463400
2023-05-05 00:00:00 UTC+0,0.00010337,41085077.284584,609217719.08604380
2023-05-04 00:00:00 UTC+0,0.00010360,28506432.896971,610200458.35589090
2023-05-03 00:00:00 UTC+0,0.00010598,41189907.850551,624796245.48556520
2023-05-02 00:00:00 UTC+0,0.00010651,24163738.273933,627885846.43620340
2023-05-01 00:00:00 UTC+0,0.00010522,34170574.288080,620310009.36097550
2023-04-30 00:00:00 UTC+0,0.00010980,27985927.137246,647418369.01016660
2023-04-29 00:00:00 UTC+0,0.00011198,32612689.219154,660406700.33125630
2023-04-28 00:00:00 UTC+0,0.00011214,48677011.276109,661340501.14243640
2023-04-27 00:00:00 UTC+0,0.00010929,39498897.100356,644652469.87865390
2023-04-26 00:00:00 UTC+0,0.00010765,58885863.478761,634899501.62441410
2023-04-25 00:00:00 UTC+0,0.00011128,35589271.457679,656420182.49019780
2023-04-24 00:00:00 UTC+0,0.00011078,45743041.220807,653420895.97339220
2023-04-23 00:00:00 UTC+0,0.00011014,52189780.371307,649776110.13807440
2023-04-22 00:00:00 UTC+0,0.00011211,41663133.672611,661569172.24739070
2023-04-21 00:00:00 UTC+0,0.00010864,52352127.943007,641160078.91086460
2023-04-20 00:00:00 UTC+0,0.00011348,45816995.025739,669782100.15509010
2023-04-19 00:00:00 UTC+0,0.00011653,62744023.479673,687217924.27075980
2023-04-18 00:00:00 UTC+0,0.00012685,41348980.845283,748358180.13973400
2023-04-17 00:00:00 UTC+0,0.00012397,41170397.042045,731188104.60907290
2023-04-16 00:00:00 UTC+0,0.00012775,58968179.483383,753591370.07153650
2023-04-15 00:00:00 UTC+0,0.00012793,46436283.333699,754593631.73723970
2023-04-14 00:00:00 UTC+0,0.00012872,71792645.167981,759232315.78659690
2023-04-13 00:00:00 UTC+0,0.00012689,57286791.724268,748642576.12086710
2023-04-12 00:00:00 UTC+0,0.00012600,93580649.076691,743462997.32596490
2023-04-11 00:00:00 UTC+0,0.00012533,53476923.188376,739227700.16338700
2023-04-10 00:00:00 UTC+0,0.00012479,41978985.337222,736037007.29148230
2023-04-09 00:00:00 UTC+0,0.00012457,51699254.446336,734536520.40945600
2023-04-08 00:00:00 UTC+0,0.00012654,74350760.625397,746036183.73165440
2023-04-07 00:00:00 UTC+0,0.00012380,93537930.629877,729792603.90904440
2023-04-06 00:00:00 UTC+0,0.00012450,42245523.795136,733730726.16009900
2023-04-05 00:00:00 UTC+0,0.00012263,40252392.959477,722593590.96872520
2023-04-04 00:00:00 UTC+0,0.00012398,37318599.624489,730651210.54833920
2023-04-03 00:00:00 UTC+0,0.00012118,44974877.849238,714068464.01137980
